spelling,IPA,pronunciation
divorce,dɪvɔrs,d1vcrs
divorced,dɪvɔrst,d1vcrst
divvy,dɪvi,d1vi
dizzy,dɪzi,d1zi
do,du,du
doc,dɑk,dak
dock,dɑk,dak
doctor,dɑktɚr,dakt3r
doctors,dɑktɚrz,dakt3rz
document,dɑkjumɛnt,dakjumEnt
documentary,dɑkjumɛntɚri,dakjumEnt3ri
documentary,dɑkjəmɛntɚri,dakjemEnt3ri
dodge,dɑdʒ,daG
dodo,doʊdoʊ,dodo
doe,doʊ,do
does,dʌz,d^z
dog,dɔg,dcg
doggy,dɔgi,dcgi
doghouse,dɔghaʊs,dcghOs
dogma,dɑgmə,dagme
dogs,dɑgz,dagz
doing,duɪŋ,du1N
dole,doʊl,dol
doll,dɑl,dal
dollar,dɑlɚr,dal3r
dollars,dɑlɚrz,dal3rz
dollars,dɔlɚrz,dcl3rz
dollhouse,dɑlhaʊs,dalhOs
dolls,dɑlz,dalz
dolly,dɑli,dali
dolphin,dɑlfən,dalfen
dom,dɑm,dam
dome,doʊm,dom
domicile,dɑmɪsɪl,dam1s1l
domino,dɑmənoʊ,dameno
dominoes,dɑmənoʊz,damenoz
don,dɑn,dan
donald,dɑnəld,daneld
donate,doʊneɪt,don8t
done,dʌn,d^n
donkey,dɑŋki,daNki
donna,dɑnə,dane
doodah,dudɑ,duda
doodle,dudəl,dudel
doohickey,duhɪki,duh1ki
doom,dum,dum
door,dɔr,dcr
doorbell,dɔrbɛl,dcrbEl
doorknob,dɔrnɑb,dcrnab
doormat,dɔrmæt,dcrm@t
doors,dɔrz,dcrz
doorstep,dɔrstɛp,dcrstEp
doorway,dɔrweɪ,dcrw8
dope,doʊp,dop
dork,dɔrk,dcrk
dorky,dɔrki,dcrki
dorm,dɔrm,dcrm
dorothy,dɔrəθi,dcreTi
dorothy,dɔrθi,dcrTi
dosage,doʊsədʒ,doseG
dosage,doʊsɪdʒ,dos1G
dose,doʊs,dos
dost,dɑst,dast
dot,dɑt,dat
dots,dɑts,dats
dotted,dɑtəd,dated
dotted,dɑtɪd,dat1d
double,dʌbəl,d^bel
doubt,daʊt,dOt
doubts,daʊts,dOts
dough,doʊ,do
doughnut,doʊnʌt,don^t
dour,daʊr,dOr
dour,daʊɚr,dO3r
douse,daʊs,dOs
dove,doʊv,dov
dove,dʌv,d^v
dow,daʊ,dO
down,daʊn,dOn
downhill,daʊnhɪl,dOnh1l
downpour,daʊnpɔr,dOnpcr
downstairs,daʊnstɛrz,dOnstErz
downtown,daʊntaʊn,dOntOn
downward,daʊnwɚrd,dOnw3rd
dowry,daʊri,dOri
doze,doʊz,doz
dozen,dʌzən,d^zen
dozens,dʌzənz,d^zenz
drab,dræb,dr@b
draft,dræft,dr@ft
drag,dræg,dr@g
dragged,drægd,dr@gd
dragging,drægɪŋ,dr@g1N
dragon,drægən,dr@gen
dragonfly,drægənflaɪ,dr@genfl5
drain,dreɪn,dr8n
drainer,dreɪnɚr,dr8n3r
drake,dreɪk,dr8k
dram,dræm,dr@m
drama,drɑmə,drame
drank,dræŋk,dr@Nk
drape,dreɪp,dr8p
draught,dræft,dr@ft
draw,drɔ,drc
drawer,drɔr,drcr
drawer,drɔɚr,drc3r
drawers,drɔrz,drcrz
drawers,drɔɚrz,drc3rz
drawing,drɑɪŋ,dra1N
drawl,drɔl,drcl
drawn,drɔn,drcn
dread,drɛd,drEd
dreadful,drɛdfəl,drEdfel
dream,drim,drim
dreamed,drimd,drimd
dreamer,drimɚr,drim3r
dreaming,drimɪŋ,drim1N
dreams,drimz,drimz
dreamt,drɛmt,drEmt
dreary,drɪri,dr1ri
dress,drɛs,drEs
dressed,drɛst,drEst
dresser,drɛsɚr,drEs3r
dressing,drɛsɪŋ,drEs1N
dressy,drɛsi,drEsi
drew,dru,dru
dribble,drɪbəl,dr1bel
dried,draɪd,dr5d
drift,drɪft,dr1ft
drill,drɪl,dr1l
drink,drɪŋk,dr1Nk
drinking,drɪŋkɪŋ,dr1Nk1N
drinks,drɪŋks,dr1Nks
drip,drɪp,dr1p
drippy,drɪpi,dr1pi
drive,draɪv,dr5v
driver,draɪvɚr,dr5v3r
drives,draɪvz,dr5vz
driveway,draɪvweɪ,dr5vw8
driving,draɪvɪŋ,dr5v1N
drizzle,drɪzəl,dr1zel
drone,droʊn,dron
drool,drul,drul
droop,drup,drup
drooping,drupɪŋ,drup1N
droopy,drupi,drupi
drop,drɑp,drap
dropped,drɑpt,drapt
dropping,drɑpɪŋ,drap1N
dross,drɔs,drcs
drought,draʊt,drOt
drove,droʊv,drov
drown,draʊn,drOn
drowsy,draʊzi,drOzi
drug,drʌg,dr^g
drugs,drʌgz,dr^gz
drum,drʌm,dr^m
drummer,drʌmɚr,dr^m3r
drunk,drʌŋk,dr^Nk
drunken,drʌŋkən,dr^Nken
dry,draɪ,dr5
dryer,draɪɚr,dr53r
dual,duəl,duel
dual,dul,dul
dub,dʌb,d^b
duck,dʌk,d^k
duckling,dʌklɪŋ,d^kl1N
ducky,dʌki,d^ki
duct,dʌkt,d^kt
dud,dʌd,d^d
dude,dud,dud
dudley,dʌdli,d^dli
due,du,du
duel,dul,dul
duel,duəl,duel
dug,dʌg,d^g
duh,dʌ,d^
duke,duk,duk
dull,dʌl,d^l
dullness,dʌlnəs,d^lnes
dumb,dʌm,d^m
dummy,dʌmi,d^mi
dump,dʌmp,d^mp
dumped,dʌmpt,d^mpt
dumpster,dʌmpstɚr,d^mpst3r
dun,dʌn,d^n
dune,dun,dun
dung,dʌŋ,d^N
dungeon,dʌndʒən,d^nGen
dunk,dʌŋk,d^Nk
duo,duoʊ,duo
durham,dɚrəm,d3rem
during,dʊrɪŋ,dUr1N
during,dɚrɪŋ,d3r1N
during,djʊrɪŋ,djUr1N
dusk,dʌsk,d^sk
dust,dʌst,d^st
dusty,dʌsti,d^sti
dutch,dʌtʃ,d^C
duty,duti,duti
dwarf,dwɔrf,dwcrf
dwell,dwɛl,dwEl
dwelling,dwɛlɪŋ,dwEl1N
dwelt,dwɛlt,dwElt
dwight,dwaɪt,dw5t
dwindle,dwɪndəl,dw1ndel
dye,daɪ,d5
dying,daɪɪŋ,d51N
dyke,daɪk,d5k
dynamic,daɪnæmɪk,d5n@m1k
dynamite,daɪnəmaɪt,d5nem5t
each,itʃ,iC
eagle,igəl,igel
ear,ɪr,1r
ear,ir,ir
earl,ɚrl,3rl
earlier,ɚrliər,3rlier
earliest,ɚrliəst,3rliest
early,ɚrli,3rli
earmuff,ɪrmʌf,1rm^f
earmuff,irmʌf,irm^f
earn,ɚrn,3rn
earned,ɚrnd,3rnd
earnest,ɚrnɪst,3rn1st
earnings,ɚrnɪŋz,3rn1Nz
earring,ɪrɪŋ,1r1N
earring,irɪŋ,ir1N
earrings,irɪŋz,ir1Nz
earrings,ɪrɪŋz,1r1Nz
ears,ɪrz,1rz
ears,irz,irz
earth,ɚrθ,3rT
earthquake,ɚrθkweɪk,3rTkw8k
earthworm,ɚrθwɚrm,3rTw3rm
earwax,ɪrwæks,1rw@ks
earwax,irwæks,irw@ks
ease,iz,iz
easel,izəl,izel
easels,izəlz,izelz
easement,izmənt,izment
easier,iziɚr,izi3r
easily,izəli,izeli
east,ist,ist
easy,izi,izi
eat,it,it
eaten,itən,iten
eater,itɚr,it3r
eating,itɪŋ,it1N
eats,its,its
eave,iv,iv
ebb,ɛb,Eb
eccentric,ɛksɛntrɪk,EksEntr1k
eccentricity,ɛksəntrɪsəti,Eksentr1seti
echo,ɛkoʊ,Eko
eclectic,ɪklɛktɪk,1klEkt1k
eclipse,əklɪps,ekl1ps
economic,ɛkənɑmɪk,Ekenam1k
economic,ikənɑmɪk,ikenam1k
economy,ikɑnəmi,ikanemi
economy,ɪkɑnəmi,1kanemi
ecstatic,ɛkstætɪk,Ekst@t1k
eczema,ɛksəmə,Ekseme
ed,ɛd,Ed
edge,ɛdʒ,EG
edit,ɛdət,Edet
edition,ədɪʃən,ed1Sen
educate,ɛdʒəkeɪt,EGek8t
educate,ɛdʒjukeɪt,EGjuk8t
educated,ɛdʒəkeɪtɪd,EGek8t1d
educated,ɛdʒjukeɪtɪd,EGjuk8t1d
education,ɛdʒəkeɪʃən,EGek8Sen
education,ɛdʒjukeɪʃən,EGjuk8Sen
educational,ɛdʒəkeɪʃənəl,EGek8Senel
educational,ɛdʒjukeɪʃənəl,EGjuk8Senel
educator,ɛdʒjukeɪtɚr,EGjuk8t3r
edward,ɛdwɚrd,Edw3rd
edwards,ɛdwɚrdz,Edw3rdz
eel,il,il
effect,ifɛkt,ifEkt
effect,ɪfɛkt,1fEkt
effect,əfɛkt,efEkt
effervesce,ɛfɚrvɛs,Ef3rvEs
efficient,ɪfɪʃənt,1f1Sent
effort,ɛfɚrt,Ef3rt
egg,ɛg,Eg
eggnog,ɛgnɔg,Egncg
eggplant,ɛgplænt,Egpl@nt
eggs,ɛgz,Egz
eggshell,ɛgʃɛl,EgSEl
egregious,ɪgridʒəs,1griGes
egypt,idʒɪpt,iG1pt
egypt,idʒəpt,iGept
eigen,aɪgən,5gen
eight,eɪt,8t
eighteen,eɪtin,8tin
eighth,eɪθ,8T
eighty,eɪti,8ti
einstein,aɪnstaɪn,5nst5n
either,iðɚr,iD3r
either,aɪðɚr,5D3r
eject,idʒɛkt,iGEkt
elaborate,ɪlæbɚrət,1l@b3ret
elaborate,ɪlæbɚreɪt,1l@b3r8t
elbow,ɛlboʊ,Elbo
elder,ɛldɚr,Eld3r
elderly,ɛldɚrli,Eld3rli
elders,ɛldɚrz,Eld3rz
elect,ɪlɛkt,1lEkt
elect,ilɛkt,ilEkt
electric,ɪlɛktrɪk,1lEktr1k
electricity,ɪlɛktrɪsəti,1lEktr1seti
electronic,ɪlɛktrɑnɪk,1lEktran1k
elegant,ɛləgənt,Elegent
element,ɛlɪmənt,El1ment
elementary,ɛləmɛntɚri,ElemEnt3ri
elephant,ɛləfənt,Elefent
elevator,ɛləveɪtɚr,Elev8t3r
eleven,ɪlɛvən,1lEven
eleven,ilɛvən,ilEven
elf,ɛlf,Elf
eliminate,ɪlɪməneɪt,1l1men8t
elite,ɪlit,1lit
elixir,ɪlɪksɚr,1l1ks3r
elizabeth,ɪlɪzəbəθ,1l1zebeT
elizabeth,ɪlɪzəbɪθ,1l1zeb1T
elk,ɛlk,Elk
ellen,ɛlən,Elen
elm,ɛlm,Elm
elope,ɪloʊp,1lop
else,ɛls,Els
elsewhere,ɛlswɛr,ElswEr
elves,ɛlvz,Elvz
embarrass,ɪmbɛrəs,1mbEres
embarrassed,ɪmbɛrəst,1mbErest
embarrassing,ɪmbɛrəsɪŋ,1mbEres1N
embarrassment,ɪmbɛrəsmənt,1mbEresment
emboss,ɛmbɑs,Embas
embrace,ɛmbreɪs,Embr8s
embrace,ɪmbreɪs,1mbr8s
embroidery,ɛmbrɔɪdɚri,Embr2d3ri
emerald,ɛmɚrəld,Em3reld
emerald,ɛmrəld,Emreld
emergency,ɪmɚrdʒənsi,1m3rGensi
emergency,imɚrdʒənsi,im3rGensi
emily,ɛmɪli,Em1li
emma,ɛmə,Eme
emotion,ɪmoʊʃən,1moSen
emotion,imoʊʃən,imoSen
emotional,ɛmoʊʃənəl,EmoSenel
emotional,imoʊʃənəl,imoSenel
emperor,ɛmpɚrɚr,Emp3r3r
emphysema,ɛmfəzimə,Emfezime
employer,ɛmplɔɪɚr,Empl23r
employer,ɪmplɔɪɚr,1mpl23r
employment,ɛmplɔɪmənt,Empl2ment
employment,ɪmplɔɪmənt,1mpl2ment
empty,ɛmpti,Empti
emulsion,ɪmʌlʃən,1m^lSen
enable,ɛneɪbəl,En8bel
encephalitis,ɛnsɛfəlaɪtəs,EnsEfel5tes
enchant,ɛntʃænt,EnC@nt
enchanted,ɛntʃæntɪd,EnC@nt1d
encounter,ɪnkaʊntɚr,1nkOnt3r
encourage,ɪnkɚrədʒ,1nk3reG
encourage,ɛnkɚrɪdʒ,Enk3r1G
encouragement,ɪnkɚrɪdʒmənt,1nk3r1Gment
encouraging,ɛnkɚrɪdʒɪŋ,Enk3r1G1N
encouraging,ɪnkɚrədʒɪŋ,1nk3reG1N
encroach,ɛnkroʊtʃ,EnkroC
encyclopedia,ɪnsaɪkləpidiə,1ns5klepidie
encyclopedia,ɪnsaɪkloʊpidiə,1ns5klopidie
end,ɛnd,End
endeavor,ɛndɛvɚr,EndEv3r
ended,ɛndəd,Ended
ended,ɛndɪd,End1d
ending,ɛndɪŋ,End1N
endless,ɛndləs,Endles
ends,ɛndz,Endz
enemies,ɛnəmiz,Enemiz
enemy,ɛnəmi,Enemi
energetic,ɛnɚrdʒɛtɪk,En3rGEt1k
energy,ɛnɚrdʒi,En3rGi
engage,ɪngeɪdʒ,1ng8G
engaged,ɪngeɪdʒd,1ng8Gd
engine,ɛndʒən,EnGen
engineering,ɛndʒɪnɪrɪŋ,EnG1n1r1N
england,ɪŋglənd,1Nglend
english,ɪŋglɪʃ,1Ngl1S
english,ɪŋlɪʃ,1Nl1S
enjoy,ɛndʒɔɪ,EnG2
enjoyed,ɛndʒɔɪd,EnG2d
enjoying,ɛndʒɔɪɪŋ,EnG21N
enormous,ɪnɔrməs,1ncrmes
enough,ɪnʌf,1n^f
enroll,ɛnroʊl,Enrol
ensure,ɛnʃʊr,EnSUr
ensure,ɪnʃʊr,1nSUr
enter,ɛntɚr,Ent3r
entered,ɛntɚrd,Ent3rd
entertain,ɛntɚrteɪn,Ent3rt8n
entertaining,ɛntɚrteɪnɪŋ,Ent3rt8n1N
entertainment,ɛntɚrteɪnmənt,Ent3rt8nment
enthusiasm,ɪnθuziæzm,1nTuzi@zm
entire,ɪntaɪɚr,1nt53r
entirely,ɪntaɪɚrli,1nt53rli
entomologist,ɛntəmɑlədʒəst,EntemaleGest
entourage,ɑntɚrɑʒ,ant3raZ
entourage,ɑntʊrɑʒ,antUraZ
entrance,ɛntrəns,Entrens
entrepreneur,ɑntrəprənʊr,antreprenUr
entrepreneur,ɑntrəprənɚr,antrepren3r
entry,ɛntri,Entri
envelope,ɛnvəloʊp,Envelop
envelope,ɛnvɛləp,EnvElep
envoy,ɛnvɔɪ,Env2
epigrammatic,ɛpəgrəmætɪk,Epegrem@t1k
epiphany,ɪpɪfəni,1p1feni
episode,ɛpɪsoʊd,Ep1sod
epitome,ɪpɪtəmi,1p1temi
equal,ikwəl,ikwel
equally,ikwəli,ikweli
equals,ikwəlz,ikwelz
equator,əkweɪtɚr,ekw8t3r
equipment,ɪkwɪpmənt,1kw1pment
era,ɛrə,Ere
era,ɪrə,1re
erase,ɪreɪs,1r8s
erase,ireɪs,ir8s
eraser,ɪreɪsɚr,1r8s3r
eraser,ireɪsɚr,ir8s3r
erect,ɪrɛkt,1rEkt
ergo,ɚrgoʊ,3rgo
eric,ɛrɪk,Er1k
erica,ɛrɪkə,Er1ke
ermine,ɚrmən,3rmen
ernest,ɚrnəst,3rnest
ernest,ɚrnɪst,3rn1st
err,ɛr,Er
err,ɚr,3r
errand,ɛrənd,Erend
error,ɛrɚr,Er3r
erupt,ɪrʌpt,1r^pt
erupt,irʌpt,ir^pt
eruption,irʌpʃən,ir^pSen
eruption,ɪrʌpʃən,1r^pSen
escalator,ɛskəleɪtɚr,Eskel8t3r
escape,ɪskeɪp,1sk8p
escaped,ɪskeɪpt,1sk8pt
eschew,ɛʃu,ESu
eschewed,ɛʃud,ESud
eschews,ɛʃuz,ESuz
escort,ɛskɔrt,Eskcrt
eskimo,ɛskəmoʊ,Eskemo
especially,əspɛʃəli,espESeli
espresso,ɛsprɛsoʊ,EsprEso
esquire,ɛskwaɪr,Eskw5r
essay,ɛseɪ,Es8
essence,ɛsəns,Esens
essential,ɪsɛnʃəl,1sEnSel
essential,isɛnʃəl,isEnSel
establish,əstæblɪʃ,est@bl1S
estate,ɛsteɪt,Est8t
esteem,ɛstim,Estim
estimate,ɛstəmeɪt,Estem8t
et,ɛt,Et
etcetera,ɛtsɛtɚrə,EtsEt3re
etch,ɛtʃ,EC
eternal,itɚrnəl,it3rnel
ethel,ɛθəl,ETel
ether,iθɚr,iT3r
ethic,ɛθɪk,ET1k
ethics,ɛθɪks,ET1ks
etiquette,ɛtəkət,Eteket
eucalyptus,jukəlɪptəs,jukel1ptes
eunuch,junək,junek
euphemism,jufəmɪzm,jufem1zm
euro,jʊroʊ,jUro
europa,jʊroʊpə,jUrope
europe,jʊrəp,jUrep
european,jʊrəpiən,jUrepien
evacuate,ɪvækjueɪt,1v@kju8t
evacuate,ivækjueɪt,iv@kju8t
evaluate,ivæljueɪt,iv@lju8t
eve,iv,iv
even,ivən,iven
evening,ivnɪŋ,ivn1N
evens,ivənz,ivenz
event,əvɛnt,evEnt
events,ɪvɛnts,1vEnts
events,ivɛnts,ivEnts
eventually,ɪvɛnʃəli,1vEnSeli
eventually,ivɛnʃəli,ivEnSeli
ever,ɛvɚr,Ev3r
every,ɛvɚri,Ev3ri
every,ɛvri,Evri
everybody,ɛvribədi,Evribedi
everybody,ɛvɚribədi,Ev3ribedi
everyday,ɛvrideɪ,Evrid8
everyone,ɛvriwʌn,Evriw^n
everyone,ɛvɚriwʌn,Ev3riw^n
everything,ɛvriθɪŋ,EvriT1N
everything,ɛvɚriθɪŋ,Ev3riT1N
everywhere,ɛvriwɛr,EvriwEr
everywhere,ɛvɚriwɛr,Ev3riwEr
evidence,ɛvədəns,Evedens
evidently,ɛvədɛntli,EvedEntli
evil,ivəl,ivel
evils,ivəlz,ivelz
evolution,ɛvəluʃən,EveluSen
evolution,ivoʊluʃən,ivoluSen
evolution,ɛvəluʃən,EveluSen
evolution,ivoʊluʃən,ivoluSen
ewe,ju,ju
exacerbate,ɪgzæsɚrbeɪt,1gz@s3rb8t
exact,ɪgzækt,1gz@kt
exactly,ɪgzæktli,1gz@ktli
exaggerate,ɪgzædʒɚreɪt,1gz@G3r8t
examination,ɪgzæməneɪʃən,1gz@men8Sen
examined,ɪgzæmənd,1gz@mend
example,ɛgzæmpəl,Egz@mpel
excellence,ɛksələns,Ekselens
excellent,ɛksələnt,Ekselent
except,ɪksɛpt,1ksEpt
excess,ɛkssɛs,EkssEs
exchange,ɪkstʃeɪndʒ,1ksC8nG
excite,ɪksaɪt,1ks5t
excited,ɪksaɪtəd,1ks5ted
excited,ɪksaɪtɪd,1ks5t1d
excitement,ɪksaɪtmənt,1ks5tment
exciting,ɪksaɪtɪŋ,1ks5t1N
exclamation,ɛkskləmeɪʃən,Eksklem8Sen
excuse,ɪkskjus,1kskjus
execute,ɛksəkjut,Eksekjut
execution,ɛksəkjuʃən,EksekjuSen
executive,ɪgzɛkjətɪv,1gzEkjet1v
exercise,ɛksɚrsaɪz,Eks3rs5z
exhale,ɛksheɪl,Eksh8l
exhaust,ɪgzɔst,1gzcst
exhaustion,ɪgzɔstʃən,1gzcsCen
exhibition,ɛksəbɪʃən,Ekseb1Sen
exhilarate,ɪgzɪlɚreɪt,1gz1l3r8t
exist,ɪgzɪst,1gz1st
exit,ɛgzɪt,Egz1t
exotic,ɪgzɑtɪk,1gzat1k
expand,ɪkspænd,1ksp@nd
expansion,ɛkspænʃən,Eksp@nSen
expect,ɛkspɛkt,EkspEkt
expectations,ɛkspɛkteɪʃənz,EkspEkt8Senz
expected,ɪkspɛktəd,1kspEkted
expected,ɪkspɛktɪd,1kspEkt1d
expecting,ɪkspɛktɪŋ,1kspEkt1N
expects,ɪkspɛkts,1kspEkts
expedition,ɛkspədɪʃən,Eksped1Sen
expensive,ɪkspɛnsɪv,1kspEns1v
experience,ɪkspɪriəns,1ksp1riens
experiment,ɪkspɛrəmənt,1kspErement
expert,ɛkspɚrt,Eksp3rt
expire,ɪkspaɪr,1ksp5r
explain,ɛkspleɪn,Ekspl8n
explaining,ɪkspleɪnɪŋ,1kspl8n1N
explanation,ɛkspləneɪʃən,Eksplen8Sen
explode,ɪksploʊd,1ksplod
exploration,ɛkspləreɪʃən,Ekspler8Sen
explore,ɪksplɔr,1ksplcr
explorer,ɪksplɔrɚr,1ksplcr3r
explosion,ɪksploʊʒən,1ksploZen
explosive,ɪksploʊsɪv,1ksplos1v
explosives,ɪksploʊsɪvz,1ksplos1vz
export,ɛkspɔrt,Ekspcrt
expose,ɪkspoʊz,1kspoz
exposing,ɪkspoʊzɪŋ,1kspoz1N
exposure,ɪkspoʊʒɚr,1kspoZ3r
express,ɪksprɛs,1ksprEs
expression,ɪksprɛʃən,1ksprESen
extend,ɪkstɛnd,1kstEnd
extension,ɪkstɛnʃən,1kstEnSen
extensive,ɪkstɛnsɪv,1kstEns1v
extent,ɪkstɛnt,1kstEnt
extinct,ɪkstɪŋkt,1kst1Nkt
extinguish,ɪkstɪŋgwɪʃ,1kst1Ngw1S
extinguisher,ɪkstɪŋgwɪʃɚr,1kst1Ngw1S3r
extra,ɛkstrə,Ekstre
extraordinary,ɛkstrəɔrdənɛri,EkstrecrdenEri
extraordinary,ɪkstrɔrdənɛri,1kstrcrdenEri
extras,ɛkstrəz,Ekstrez
extremely,ɪkstrimli,1kstrimli
eye,aɪ,5
eyeball,aɪbɔl,5bcl
eyebrow,aɪbraʊ,5brO
eyedrop,aɪdrɑp,5drap
eyedropper,aɪdrɑpɚr,5drap3r
eyeglass,aɪglæs,5gl@s
eyeglasses,aɪglæsəz,5gl@sez
eyeglasses,aɪglæsɪz,5gl@s1z
eyelash,aɪlæʃ,5l@S
eyelid,aɪlɪd,5l1d
eyes,aɪz,5z
eyesight,aɪsaɪt,5s5t
eyesore,aɪsɔr,5scr
fabric,fæbrɪk,f@br1k
fabulous,fæbjələs,f@bjeles
face,feɪs,f8s
faced,feɪst,f8st
facedown,feɪsdaʊn,f8sdOn
faces,feɪsəz,f8sez
faces,feɪsɪz,f8s1z
facetious,fəsiʃəs,fesiSes
facial,feɪʃəl,f8Sel
facility,fəsɪlɪti,fes1l1ti
fact,fækt,f@kt
factor,fæktɚr,f@kt3r
factory,fæktɚri,f@kt3ri
facts,fækts,f@kts
faculty,fækəlti,f@kelti
fad,fæd,f@d
fade,feɪd,f8d
fag,fæg,f@g
faggot,fægət,f@get
fahrenheit,fɛrənhaɪt,fErenh5t
fail,feɪl,f8l
failed,feɪld,f8ld
failing,feɪlɪŋ,f8l1N
fails,feɪlz,f8lz
failure,feɪljɚr,f8lj3r
faint,feɪnt,f8nt
fair,fɛr,fEr
fairground,fɛrgraʊnd,fErgrOnd
fairness,fɛrnəs,fErnes
fairy,fɛri,fEri
fairytale,fɛriteɪl,fErit8l
faith,feɪθ,f8T
fake,feɪk,f8k
faker,feɪkɚr,f8k3r
falcon,fælkən,f@lken
fall,fɔl,fcl
fallen,fɑlən,falen
falling,fɑlɪŋ,fal1N
falls,fɔlz,fclz
FALSE,fɔls,fcls
fame,feɪm,f8m
familiar,fəmɪljɚr,fem1lj3r
families,fæməliz,f@meliz
family,fæməli,f@meli
famous,feɪməs,f8mes
fan,fæn,f@n
fancy,fænsi,f@nsi
fang,fæŋ,f@N
fangs,fæŋz,f@Nz
fanny,fæni,f@ni
fans,fænz,f@nz
fantasies,fæntəsiz,f@ntesiz
fantastic,fæntæstɪk,f@nt@st1k
fantasy,fæntəsi,f@ntesi
far,fɑr,far
faraway,fɑrəweɪ,farew8
farce,fɑrs,fars
fare,fɛr,fEr
farewell,fɛrwɛl,fErwEl
farm,fɑrm,farm
farmer,fɑrmɚr,farm3r
farmhouse,fɑrmhaʊs,farmhOs
farming,fɑrmɪŋ,farm1N
farmyard,fɑrmjɑrd,farmjard
fart,fɑrt,fart
farther,fɑrðɚr,farD3r
fascinating,fæsəneɪtɪŋ,f@sen8t1N
fascism,fæʃɪzm,f@S1zm
fashion,fæʃən,f@Sen
fast,fæst,f@st
fastball,fæstbɔl,f@stbcl
fasten,fæsən,f@sen
faster,fæstɚr,f@st3r
fastest,fæstəst,f@stest
fat,fæt,f@t
fate,feɪt,f8t
father,fɑðɚr,faD3r
fatigue,fətig,fetig
fatso,fætsoʊ,f@tso
fatten,fætən,f@ten
fatty,fæti,f@ti
faucet,fɔsət,fcset
fault,fɔlt,fclt
faux,foʊ,fo
favor,feɪvɚr,f8v3r
favorite,feɪvɚrɪt,f8v3r1t
favour,feɪvɚr,f8v3r
favourite,feɪvɚrɪt,f8v3r1t
fawn,fɔn,fcn
fay,feɪ,f8
faze,feɪz,f8z
fear,fɪr,f1r
feared,fɪrd,f1rd
fearful,fɪrfəl,f1rfel
feasible,fizəbəl,fizebel
feast,fist,fist
feat,fit,fit
feather,fɛðɚr,fED3r
feathers,fɛðɚrz,fED3rz
feature,fitʃɚr,fiC3r
features,fitʃɚrz,fiC3rz
february,fɛbruɛri,fEbruEri
fed,fɛd,fEd
federal,fɛdɚrəl,fEd3rel
fee,fi,fi
feed,fid,fid
feeder,fidɚr,fid3r
feel,fil,fil
feeling,filɪŋ,fil1N
feelings,filɪŋz,fil1Nz
feels,filz,filz
feet,fit,fit
feigning,feɪnɪŋ,f8n1N
feint,feɪnt,f8nt
felicity,fɪlɪsəti,f1l1seti
fell,fɛl,fEl
fella,fɛlə,fEle
fellas,fɛləz,fElez
fellow,fɛloʊ,fElo
felony,fɛləni,fEleni
felt,fɛlt,fElt
female,fimeɪl,fim8l
feminine,fɛmənɪn,fEmen1n
fen,fɛn,fEn
fence,fɛns,fEns
fend,fɛnd,fEnd
fern,fɚrn,f3rn
ferocious,fɚroʊʃəs,f3roSes
ferret,fɛrət,fEret
ferry,fɛri,fEri
fertile,fɚrtəl,f3rtel
fertile,fɚrtaɪl,f3rt5l
fertilizer,fɚrtəlaɪzɚr,f3rtel5z3r
festive,fɛstɪv,fEst1v
fetch,fɛtʃ,fEC
fete,fɛt,fEt
feud,fjud,fjud
fever,fivɚr,fiv3r
few,fju,fju
fib,fɪb,f1b
fibber,fɪbɚr,f1b3r
fiche,fiʃ,fiS
fiction,fɪkʃən,f1kSen
fictional,fɪkʃənəl,f1kSenel
fidgety,fɪdʒəti,f1Geti
field,fild,fild
fiend,find,find
fierce,fɪrs,f1rs
fife,faɪf,f5f
fifteen,fɪftin,f1ftin
fifth,fɪfθ,f1fT
fifty,fɪfti,f1fti
fig,fɪg,f1g
fight,faɪt,f5t
fighter,faɪtɚr,f5t3r
fighting,faɪtɪŋ,f5t1N
figure,fɪgjɚr,f1gj3r
figured,fɪgjɚrd,f1gj3rd
figures,figjɚrz,figj3rz
figuring,fɪgjɚrɪŋ,f1gj3r1N
file,faɪl,f5l
files,faɪlz,f5lz
filibuster,fɪləbʌstɚr,f1leb^st3r
fill,fɪl,f1l
filled,fɪld,f1ld
filling,fɪlɪŋ,f1l1N
film,fɪlm,f1lm
films,fɪlmz,f1lmz
filter,fɪltɚr,f1lt3r
filth,fɪlθ,f1lT
filthiness,fɪlθinəs,f1lTines
filthy,fɪlθi,f1lTi
fin,fɪn,f1n
final,faɪnəl,f5nel
finale,fənæli,fen@li
finale,fɪnæli,f1n@li
finally,faɪnəli,f5neli
finance,fənæns,fen@ns
finance,fɪnæns,f1n@ns
finance,faɪnæns,f5n@ns
financial,fənænʃəl,fen@nSel
financial,fɪnænʃəl,f1n@nSel
financial,faɪnænʃəl,f5n@nSel
find,faɪnd,f5nd
finder,faɪndɚr,f5nd3r
finding,faɪndɪŋ,f5nd1N
finds,faɪndz,f5ndz
fine,faɪn,f5n
finest,faɪnəst,f5nest
finger,fɪŋgɚr,f1Ng3r
fingernail,fɪŋgɚrneɪl,f1Ng3rn8l
fingers,fɪŋgɚrz,f1Ng3rz
fingertip,fɪŋgɚrtɪp,f1Ng3rt1p
finish,fɪnɪʃ,f1n1S
finished,fɪnɪʃt,f1n1St
fink,fɪŋk,f1Nk
finn,fɪn,f1n
fir,fɚr,f3r
fire,faɪɚr,f53r
fire,faɪr,f5r
